URI,Album,Song Name,Artist,Disc Number,Track Number,Popularity,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time Signature
2yPoXCs7BSIUrucMdK5PzV,Good Girl Gone Bad,Umbrella,Rihanna; JAY-Z,1,1,71,False,0.585,0.828,1,-4.603,1,0.124,0.00906,0.0,0.0426,0.584,174.034,275987,4
0t7fVeEJxO2Xi4H2K5Svc9,25,Send My Love (To Your New Lover),Adele,1,2,71,False,0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,223079,4
2aSC2xhRxOLiiZZVjhbylH,Nothing Was The Same,"Hold On, We're Going Home",Drake; Majid Jordan,1,8,70,False,0.777,0.414,6,-7.44,0,0.0946,0.00421,2.73e-05,0.0724,0.287,100.002,227880,4
4pryE6cN2gFL1FVF5fYINl,An Evening With Silk Sonic,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,1,2,70,False,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,242096,4
5N5k9nd479b1xpDZ4usjrg,Promises (with Sam Smith),Promises (with Sam Smith),Calvin Harris; Sam Smith; Jessie Reyez,1,1,70,False,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,213309,4
1p80LdxRV74UKvL8gnD7ky,1989,Blank Space,Taylor Swift,1,2,69,False,0.753,0.678,5,-5.421,1,0.0644,0.085,1.64e-06,0.13,0.583,96.006,231827,4
5xTtaWoae3wi06K5WfVUUH,1989,Shake It Off,Taylor Swift,1,6,69,False,0.647,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.015,219200,4
6RUhbFEhrvGISaQ8u2j2JN,Dangerous Woman,Dangerous Woman,Ariana Grande,1,2,69,False,0.664,0.602,4,-5.369,0,0.0412,0.0529,0.0,0.356,0.289,134.049,235947,3
5dPz35akJjPqb17yeqNwqH,Justice,Ghost,Justin Bieber,1,11,69,False,0.604,0.741,2,-5.571,1,0.0475,0.178,3.49e-05,0.409,0.473,153.947,153190,4
6KuHjfXHkfnIjdmcIvt9r0,Night Visions (Deluxe),On Top Of The World,Imagine Dragons,1,5,68,False,0.635,0.926,0,-5.589,1,0.15,0.0892,4.4e-06,0.0928,0.771,100.043,189840,4
0lizgQ7Qw35od7CYaoMBZb,Santa Tell Me,Santa Tell Me,Ariana Grande,1,1,68,False,0.525,0.621,7,-7.364,1,0.117,0.0489,0.0,0.291,0.592,191.868,204093,4
6gpcs5eMhJwax4mIfKDYQk,Slide (feat. Frank Ocean & Migos),Slide (feat. Frank Ocean & Migos),Calvin Harris; Frank Ocean; Migos,1,1,68,True,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,230813,4
5DxXgozhkPLgrbKFY91w0c,Vete,Vete,Bad Bunny,1,1,68,True,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976,192024,4
127QTOFJsJQp5LbJbu3A1y,Toosie Slide,Toosie Slide,Drake,1,1,68,True,0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618,247059,4
4evmHXcjt3bTUHD1cvny97,Beautiful People (feat. Khalid),Beautiful People (feat. Khalid),Ed Sheeran; Khalid,1,1,67,False,0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977,197867,4
2j5hsQvApottzvTn4pFJWF,Red Pill Blues (Deluxe),What Lovers Do (feat. SZA),Maroon 5; SZA,1,2,66,False,0.8,0.598,5,-5.131,0,0.0617,0.0798,5.47e-06,0.1,0.422,109.998,199849,4
1LmN9SSHISbtp9LoaR5ZVJ,Overexposed,Payphone,Maroon 5; Wiz Khalifa,1,2,65,True,0.739,0.756,4,-4.828,1,0.0393,0.0136,0.0,0.37,0.522,110.028,231387,4
59HjlYCeBsxdI0fcm3zglw,1989,Wildest Dreams,Taylor Swift,1,9,65,False,0.554,0.666,8,-7.414,1,0.0747,0.0702,0.00593,0.106,0.472,140.056,220440,4
49gRYU6hBWgSH2JVixGkJq,Dangerous Woman,Into You,Ariana Grande,1,4,64,False,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,244440,4
1dEy9Pl81QopSxNsPxXQxv,Unapologetic - Deluxe,Stay,Rihanna; Mikky Ekko,1,9,64,False,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.881,240707,4
6V1bu6o1Yo5ZXnsCJU8Ovk,Red Pill Blues (Deluxe),Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,1,16,64,True,0.779,0.541,0,-6.824,1,0.0658,0.566,0.0,0.13,0.447,124.939,235545,4
3t4HeVfURZ5DuqMWz0Cmqg,Talk That Talk (Deluxe),We Found Love,Rihanna; Calvin Harris,1,3,61,False,0.735,0.766,1,-4.485,1,0.0384,0.025,0.00141,0.108,0.6,127.975,215227,4
6jAsmDJI8iPhGWtS27kZ67,Loud,Only Girl (In The World),Rihanna,1,5,54,False,0.786,0.716,11,-4.253,0,0.0409,0.101,1.62e-05,0.0557,0.596,125.924,235520,4
1gudTcOiMosmCC6EKEzomI,Graduation,Stronger,Kanye West,1,3,54,False,0.617,0.708,1,-7.873,1,0.15,0.00651,0.0,0.404,0.462,103.96,312027,4
4dHRp03oxqJQfjGU8ECo7v,Paint The Town Red,Paint The Town Red,Doja Cat,1,1,53,False,0.841,0.558,2,-8.519,0,0.246,0.255,6.5e-06,0.0955,0.746,99.959,231750,4
7Kt59L2ZZGtOnIhvMwzG6f,Unapologetic - Deluxe,Diamonds,Rihanna,1,2,52,False,0.562,0.709,11,-4.92,0,0.0424,0.00124,0.0,0.109,0.401,91.958,225147,4
1fo2ctLqj3zBhRQKOXprol,1989 (Deluxe Edition),Style,Taylor Swift,1,3,52,False,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,231000,4
7kUOJYN2ynGfTYNlgNLpgY,The Fame Monster (Deluxe Edition),Bad Romance,Lady Gaga,1,1,47,False,0.693,0.924,0,-3.706,1,0.0392,0.0034,4.77e-05,0.0926,0.714,118.984,294467,4
0h1W19pS59KtEd7aDzF58i,Scorpion,In My Feelings,Drake,2,9,47,False,0.833,0.619,8,-5.822,1,0.0971,0.0496,8.67e-05,0.3,0.366,91.022,217925,4
2b8fOow8UzyDFAE27YhOZM,Memories,Memories,Maroon 5,1,1,25,False,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,189486,4
116H0KvKr2Zl4RPuVBruDO,MIA (feat. Drake),MIA (feat. Drake),Bad Bunny; Drake,1,1,12,False,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4
1pKeFVVUOPjFsOABub0OaV,Dangerous Woman,Side To Side,Ariana Grande; Nicki Minaj,1,5,2,True,0.65,0.736,6,-5.84,0,0.229,0.0528,0.0,0.235,0.613,159.173,226160,4
4sPmO7WMQUAf45kwMOtONw,25,Hello,Adele,1,1,0,False,0.481,0.451,5,-6.095,0,0.0347,0.336,0.0,0.0872,0.289,157.966,295493,4
